"DescripcionComercial","AnnioCorte","MesFactura","FormaFarmaceutica","CUMCodATC.x","PrincipioActivo","ViaAdministracion","PrecioMinimoUnitario","PrecioMaximoUnitario","ValorTotalFacturado","TotalUnidadesFacturadas","titular","CUMCodATC.y","descripcionatc"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,1418984,7682584,6,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,1418984,7682584,6,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,1418984,7682584,6,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,23241260,269,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,23241260,269,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,23241260,269,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,23241260,269,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,12600000,15,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,12600000,15,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,12600000,15,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,12600000,15,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,3774512,18,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,3774512,18,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,3774512,18,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,3774512,18,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,18200448,448,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,18200448,448,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,18200448,448,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,18200448,448,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,14280000,476,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,14280000,476,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,14280000,476,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,14280000,476,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,110913768,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,110913768,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,110913768,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,110913768,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",948276,1720544,6481804,5,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",948276,1720544,6481804,5,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",948276,1720544,6481804,5,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",948276,1720544,6481804,5,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,38210704,1022,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,38210704,1022,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,38210704,1022,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,38210704,1022,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,67402,59327632,1176,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,67402,59327632,1176,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,67402,59327632,1176,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,67402,59327632,1176,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",34884,198700,7517104,84,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",34884,198700,7517104,84,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",34884,198700,7517104,84,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",34884,198700,7517104,84,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,220069,100311680,2798,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,220069,100311680,2798,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,220069,100311680,2798,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,220069,100311680,2798,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",32100,32100,16178400,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",32100,32100,16178400,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",32100,32100,16178400,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",32100,32100,16178400,504,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,840000,94667664,113,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,840000,94667664,113,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,840000,94667664,113,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,840000,94667664,113,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",5452445,5452445,5452445,1,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",5452445,5452445,5452445,1,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",5452445,5452445,5452445,1,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",5452445,5452445,5452445,1,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,20160000,24,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,20160000,24,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,20160000,24,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,20160000,24,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",28500,30000,24696000,840,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",28500,30000,24696000,840,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",28500,30000,24696000,840,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",28500,30000,24696000,840,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,976752,22131088,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,976752,22131088,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,976752,22131088,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",587664,976752,22131088,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,17538846,398,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,17538846,398,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,17538846,398,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,840000,17538846,398,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,21840000,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,21840000,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,21840000,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",840000,840000,21840000,26,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",194730,194730,5452440,28,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,58504936,279,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,58504936,279,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,58504936,279,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",209695,209695,58504936,279,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,24872624,616,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,24872624,616,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,24872624,616,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",37328,61448,24872624,616,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,4200000,140,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,4200000,140,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,4200000,140,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",30000,30000,4200000,140,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,123237520,560,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,123237520,560,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,123237520,560,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",220067,220067,123237520,560,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",679448,1720544,8448758,8,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",679448,1720544,8448758,8,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",679448,1720544,8448758,8,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",679448,1720544,8448758,8,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,57218376,1374,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
"LEBRINA","2023","8","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO 0 56MG EQUIVALENTE A FINGOLIMOD","ORAL",31800,124200,57218376,1374,"ASOFARMA S.A.I. Y C.","L04AA27","FINGOLIMOD"
